"","gameId","playId","quarter","GameClock","down","yardsToGo","possessionTeam","yardlineSide","yardlineNumber","offenseFormation","personnel.offense","defendersInTheBox","numberOfPassRushers","personnel.defense","HomeScoreBeforePlay","VisitorScoreBeforePlay","HomeScoreAfterPlay","VisitorScoreAfterPlay","isPenalty","isSTPlay","SpecialTeamsPlayType","KickReturnYardage","PassLength","PassResult","YardsAfterCatch","PlayResult","playDescription","season","week","gameDate","gameTimeEastern","HomeScore","VisitorScore","homeTeamAbbr","visitorTeamAbbr","homeDisplayName","visitorDisplayName","Stadium","Location","StadiumType","Turf","GameLength","GameWeather","Temperature","Humidity","WindSpeed","WindDirection","YardsBeforeCatch","Speed_at_Catch","Max_Speed_Before_Catch","Max_Speed_After_Catch"
"11",2017091705,1514,2,09:47:00,3,9,"NO","NO",40,"SHOTGUN","1 RB, 1 TE, 3 WR",5,5,"4 DL, 1 LB, 6 DB",10,20,10,20,FALSE,FALSE,NA,NA,20,"C",22,42,"(9:47) (Shotgun) D.Brees pass deep right to B.Coleman pushed ob at NE 18 for 42 yards (D.Harmon) [D.Wise]. Pass 20, YAC 22",2017,2,"09/17/2017",13:00:00,20,36,"NO","NE","New Orleans Saints","New England Patriots","Mercedes-Benz Superdome","New Orleans, LA","Indoors","UBU Speed Series-S5-M",03:06:00,"Mostly Cloudy","85",75,"7","NNE",20,8.7,9.14,8.56
"12",2017091702,802,1,01:27:00,1,10,"ARI","ARI",25,"SINGLEBACK","6 OL, 1 RB, 2 TE, 1 WR",8,4,"3 DL, 4 LB, 4 DB",10,0,10,0,FALSE,FALSE,NA,NA,23,"C",23,46,"(1:27) (Run formation) W.Holden reported in as eligible.  C.Palmer pass deep left to I.Momah to IND 29 for 46 yards (M.Farley; M.Hooker).",2017,2,"09/17/2017",13:00:00,13,16,"IND","ARI","Indianapolis Colts","Arizona Cardinals","Lucas Oil Stadium","Indianapolis, Ind.","Retr. Roof-Closed","Artificial",03:16:00,"Partly sunny","78",66,"6","SSW",23,8.57,8.55,9.07
"13",2017092408,1802,2,01:51:00,2,8,"NYJ","NYJ",31,"SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB",3,0,9,0,FALSE,FALSE,NA,NA,44,"C",25,69,"(1:51) (Shotgun) J.McCown pass deep right to R.Anderson for 69 yards, TOUCHDOWN.",2017,3,"09/24/2017",13:00:00,20,6,"NYJ","MIA","New York Jets","Miami Dolphins","MetLife Stadium","East Rutherford, NJ","Outdoor","FieldTurf",02:58:00,"Sunny","88",41,"5","NE",44,10.11,10.21,10.09
"14",2017091700,1354,2,07:05:00,2,10,"CLE","CLE",17,"SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB",14,0,14,0,FALSE,FALSE,NA,NA,21,"C",28,49,"(7:05) (Shotgun) K.Hogan pass deep right to S.DeValve to BLT 34 for 49 yards (C.Mosley).",2017,2,"09/17/2017",13:00:00,24,10,"BAL","CLE","Baltimore Ravens","Cleveland Browns","M&T Bank Stadium","Baltimore, Md.","Outdoor","Natural Grass",03:17:00,"Mostly Cloudy","80",69,"2","ESE",21,7.45,7.59,7.79
"15",2017091711,1201,2,12:06:00,1,10,"LA","LA",25,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,5,"3 DL, 4 LB, 4 DB",0,13,0,13,FALSE,FALSE,NA,NA,20,"C",49,69,"(12:06) J.Goff pass deep right to G.Everett pushed ob at WAS 6 for 69 yards (Z.Brown).",2017,2,"09/17/2017",16:25:00,20,27,"LA","WAS","Los Angeles Rams","Washington Redskins","Los Angeles Memorial Coliseum","Los Angeles, Calif.","Outdoor","Grass",03:10:00,"Cloudy","76",59,"3","SW",20,7.21,7.52,9.57
"16",2017100104,2837,3,03:09:00,1,10,"LA","LA",47,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",24,19,24,25,FALSE,FALSE,NA,NA,16,"C",37,53,"(3:09) (Shotgun) J.Goff pass deep middle to T.Gurley for 53 yards, TOUCHDOWN. Pass complete on a ""skinny post.""",2017,4,"10/01/2017",13:00:00,30,35,"DAL","LA","Dallas Cowboys","Los Angeles Rams","AT&T Stadium","Arlington, Texas","Indoor","Artificial",03:21:00,NA,"NULL",0,NA,NA,16,7.82,7.9,9.42
"17",2017092410,2076,2,01:58:00,1,10,"SEA",NA,NA,"EMPTY","1 RB, 1 TE, 3 WR",5,5,"2 DL, 4 LB, 5 DB",6,0,6,0,FALSE,FALSE,NA,NA,30,"C",16,46,"(1:58) (Shotgun) R.Wilson pass deep left to C.Prosise to TEN 4 for 46 yards (J.Brown).",2017,3,"09/24/2017",16:05:00,33,27,"TEN","SEA","Tennessee Titans","Seattle Seahawks","Nissan Stadium","Nashville, TN","Outddors","Grass",03:19:00,"Sunny","88",97,"4","E",30,9.17,9.12,9.18
"18",2017100107,1442,2,05:33:00,2,16,"NE","NE",42,"EMPTY","1 RB, 1 TE, 3 WR",5,5,"4 DL, 2 LB, 5 DB",10,10,10,10,FALSE,FALSE,NA,NA,24,"C",19,43,"(5:33) (Shotgun) T.Brady pass deep left to R.Gronkowski pushed ob at CAR 15 for 43 yards (D.Cox). NE 87-Gronkowski 6,393 career rec yds, passes Brown for 3rd-most in franchise history.",2017,4,"10/01/2017",13:00:00,30,33,"NE","CAR","New England Patriots","Carolina Panthers","Gillette Stadium","Foxborough, Ma","Outdoor","Field Turf",03:00:00,"Sunny","61",43,"6","N",24,8.34,8.35,8.31
"19",2017100107,1739,2,01:14:00,3,9,"CAR","CAR",43,"EMPTY","1 RB, 1 TE, 3 WR",5,5,"3 DL, 2 LB, 6 DB",13,10,13,10,FALSE,FALSE,NA,NA,18,"C",25,43,"(1:14) (Shotgun) C.Newton pass deep left to K.Benjamin to NE 14 for 43 yards (D.Harmon).",2017,4,"10/01/2017",13:00:00,30,33,"NE","CAR","New England Patriots","Carolina Panthers","Gillette Stadium","Foxborough, Ma","Outdoor","Field Turf",03:00:00,"Sunny","61",43,"6","N",18,6.45,6.85,7.86
"20",2017092411,1992,3,15:00:00,1,10,"GB","GB",25,"SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"3 DL, 3 LB, 5 DB",7,21,7,21,FALSE,FALSE,NA,NA,17,"C",34,51,"(15:00) (Shotgun) A.Rodgers pass deep right to L.Kendricks to CIN 24 for 51 yards (V.Rey, G.Iloka).",2017,3,"09/24/2017",16:25:00,27,24,"GB","CIN","Green Bay Packers","Cincinnati Bengals","Lambeau Field","Green Bay, WI","Outdoor","DD GrassMaster",03:18:00,"Sunny","89",44,"8","S",17,0.29,8.17,8.39
"21",2017100111,745,1,03:12:00,1,10,"TB","TB",42,"SINGLEBACK","1 RB, 3 TE, 1 WR",7,3,"4 DL, 3 LB, 4 DB",7,0,13,0,FALSE,FALSE,NA,NA,24,"C",34,58,"(3:12) (No Huddle) J.Winston pass deep left to O.Howard for 58 yards, TOUCHDOWN.",2017,4,"10/01/2017",16:05:00,25,23,"TB","NYG","Tampa Bay Buccaneers","New York Giants","Raymond James Stadium","Tampa, FL","Outdoor","Natural Grass",03:07:00,"Cloudy","91",51,"8","E",24,6.97,7.66,9.06
"22",2017100802,604,1,06:14:00,2,14,"CAR","CAR",32,"SHOTGUN","2 RB, 1 TE, 2 WR",6,4,"4 DL, 2 LB, 5 DB",3,0,3,0,FALSE,FALSE,NA,NA,20,"C",44,64,"(6:14) (Shotgun) C.Newton pass deep middle to E.Dickson to DET 4 for 64 yards (D.Slay; J.Davis).",2017,5,"10/08/2017",13:00:00,24,27,"DET","CAR","Detroit Lions","Carolina Panthers","Ford Field","Detroit","Indoors","Field Turf",03:09:00,"Controlled Climate","68",70,NA,NA,20,7.59,7.62,7.94
"23",2017100802,1121,2,12:13:00,3,1,"CAR","CAR",34,"JUMBO","6 OL, 2 RB, 2 TE, 0 WR",10,7,"5 DL, 3 LB, 3 DB",10,3,10,3,FALSE,FALSE,NA,NA,18,"C",39,57,"(12:13) A.Silatolu reported in as eligible.  C.Newton pass deep left to E.Dickson pushed ob at DET 9 for 57 yards (D.Slay).",2017,5,"10/08/2017",13:00:00,24,27,"DET","CAR","Detroit Lions","Carolina Panthers","Ford Field","Detroit","Indoors","Field Turf",03:09:00,"Controlled Climate","68",70,NA,NA,18,8.17,8.13,9.19
"24",2017100112,1540,2,03:46:00,1,10,"OAK","OAK",36,"SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"2 DL, 4 LB, 5 DB",10,0,10,6,FALSE,FALSE,NA,NA,40,"C",24,64,"(3:46) (Shotgun) D.Carr pass deep right to J.Holton for 64 yards, TOUCHDOWN.",2017,4,"10/01/2017",16:25:00,16,10,"DEN","OAK","Denver Broncos","Oakland Raiders","Sports Authority Field at Mile High","Denver, CO","Outdoor","Grass",02:58:00,"Mostly Cloudy","72",26,"7","E",40,9.12,9.72,9.1
"25",2017100805,3382,4,13:41:00,2,12,"NYG","LAC",48,"SHOTGUN","1 RB, 2 TE, 2 WR",6,5,"4 DL, 1 LB, 6 DB",16,17,22,17,FALSE,FALSE,NA,NA,29,"C",19,48,"(13:41) (No Huddle, Shotgun) E.Manning pass deep right to O.Beckham for 48 yards, TOUCHDOWN.",2017,5,"10/08/2017",13:00:00,22,27,"NYG","LAC","New York Giants","Los Angeles Chargers","MetLife Stadium","East Rutherford, NJ",NA,"UBU Speed Series-S5-M",03:26:00,"Cloudy","76",90,"7","WSW",29,7.96,8.48,8.01
"26",2017100806,856,1,00:54:00,3,5,"PHI","PHI",41,"SHOTGUN","1 RB, 1 TE, 3 WR",8,4,"2 DL, 4 LB, 5 DB",14,0,20,0,FALSE,FALSE,NA,NA,38,"C",21,59,"(:54) (Shotgun) C.Wentz pass deep middle to T.Smith for 59 yards, TOUCHDOWN.",2017,5,"10/08/2017",13:00:00,34,7,"PHI","ARI","Philadelphia Eagles","Arizona Cardinals","Lincoln Financial Field","Philadelphia, Pa.","Outdoor","Grass",02:57:00,"Showers","77",91,"10","SSW",38,9.07,9.34,9.78
"27",2017100806,2533,3,06:29:00,3,19,"PHI","PHI",28,"SHOTGUN","1 RB, 1 TE, 3 WR",6,7,"1 DL, 4 LB, 6 DB",24,7,30,7,FALSE,FALSE,NA,NA,42,"C",30,72,"(6:29) (Shotgun) C.Wentz pass deep left to N.Agholor for 72 yards, TOUCHDOWN.",2017,5,"10/08/2017",13:00:00,34,7,"PHI","ARI","Philadelphia Eagles","Arizona Cardinals","Lincoln Financial Field","Philadelphia, Pa.","Outdoor","Grass",02:57:00,"Showers","77",91,"10","SSW",42,9.65,10.18,9.53
"28",2017100110,1363,2,06:42:00,1,10,"LAC","LAC",25,"SINGLEBACK","1 RB, 2 TE, 2 WR",9,4,"4 DL, 3 LB, 4 DB",0,13,6,13,FALSE,FALSE,NA,NA,42,"C",33,75,"(6:42) P.Rivers pass deep middle to Ty.Williams for 75 yards, TOUCHDOWN.",2017,4,"10/01/2017",16:05:00,24,26,"LAC","PHI","Los Angeles Chargers","Philadelphia Eagles","StubHub Center","Carson, CA",NA,"Grass",02:46:00,"Sunny","72",70,"6","S",42,10.01,10.01,10.14
"29",2017100800,273,1,11:39:00,1,10,"CIN","CIN",23,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",0,0,6,0,FALSE,FALSE,NA,NA,35,"C",42,77,"(11:39) (Shotgun) A.Dalton pass deep right to A.Green for 77 yards, TOUCHDOWN.",2017,5,"10/08/2017",13:00:00,20,16,"CIN","BUF","Cincinnati Bengals","Buffalo Bills","Paul Brown Stadium","Cincinnati, Ohio","Outdoor","UBU Sports Speed S5-M",03:00:00,"Light Rain","63",90,"10","SSE",35,9.37,9.37,9.82
"30",2017100800,3155,3,00:36:00,3,10,"CIN","CIN",48,"SHOTGUN","1 RB, 1 TE, 3 WR",7,7,"3 DL, 3 LB, 5 DB",10,13,10,13,FALSE,FALSE,NA,NA,17,"C",30,47,"(:36) (Shotgun) A.Dalton pass deep right to A.Green to BUF 5 for 47 yards (T.White).",2017,5,"10/08/2017",13:00:00,20,16,"CIN","BUF","Cincinnati Bengals","Buffalo Bills","Paul Brown Stadium","Cincinnati, Ohio","Outdoor","UBU Sports Speed S5-M",03:00:00,"Light Rain","63",90,"10","SSE",17,5.35,6.52,8.84
"31",2017100200,2403,3,09:20:00,1,10,"WAS","WAS",25,"SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"3 DL, 4 LB, 4 DB",14,10,14,10,FALSE,FALSE,NA,NA,25,"C",44,69,"(9:20) (Shotgun) K.Cousins pass deep right to V.Davis to KC 6 for 69 yards (R.Parker).",2017,4,"10/02/2017",20:30:00,29,20,"KC","WAS","Kansas City Chiefs","Washington Redskins","Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass",03:17:00,"Clear","82",55,"14","South Southeast",25,8.83,8.99,8.75
"32",2017101509,3022,4,06:26:00,2,10,"KC","KC",43,"SHOTGUN","1 RB, 1 TE, 3 WR",5,3,"2 DL, 3 LB, 6 DB",3,12,9,12,FALSE,FALSE,NA,NA,28,"C",29,57,"(6:26) (Shotgun) A.Smith pass deep left to D.Thomas for 57 yards, TOUCHDOWN.",2017,6,"10/15/2017",16:25:00,13,19,"KC","PIT","Kansas City Chiefs","Pittsburgh Steelers","Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass",02:54:00,"Sunny","60",56,"14","Northwest",28,3.96,7.37,7.73
"33",2017101509,3161,4,03:34:00,3,2,"PIT","PIT",49,"EMPTY","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB",10,12,10,18,FALSE,FALSE,NA,NA,16,"C",35,51,"(3:34) (Shotgun) B.Roethlisberger pass deep left to A.Brown for 51 yards, TOUCHDOWN. KC-T.Mitchell was injured during the play.",2017,6,"10/15/2017",16:25:00,13,19,"KC","PIT","Kansas City Chiefs","Pittsburgh Steelers","Arrowhead Stadium","Kansas City, MO","Outdoor","Natural Grass",02:54:00,"Sunny","60",56,"14","Northwest",16,3.65,7.38,9.51
"34",2017101506,3896,4,06:16:00,1,10,"WAS","WAS",27,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,5,"4 DL, 3 LB, 4 DB",20,17,20,17,FALSE,FALSE,NA,NA,19,"C",32,51,"(6:16) K.Cousins pass deep right to V.Davis pushed ob at SF 22 for 51 yards (J.Tartt) [X.Cooper]. SF-J.Tartt was injured during the play.",2017,6,"10/15/2017",13:00:00,26,24,"WAS","SF","Washington Redskins","San Francisco 49ers","FedExField","Landover, MD","Outdoor","Grass",03:28:00,"Cloudy","68",85,"4","South",19,7.97,8.04,8.32
"35",2017101505,3921,4,06:32:00,1,10,"NYJ","NYJ",35,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB",14,24,14,24,FALSE,FALSE,NA,NA,19,"C",25,44,"(6:32) (Shotgun) J.McCown pass deep right to J.Kearse pushed ob at NE 21 for 44 yards (P.Chung) [T.Flowers].",2017,6,"10/15/2017",13:00:00,17,24,"NYJ","NE","New York Jets","New England Patriots","MetLife","East Rutherford, NJ","Outdoor","FieldTurf",03:10:00,"Cloudy","73",70,"13","WNW",19,3.21,7.41,6.96
